API名称,语言,SDK变更版本,影响版本,标题,代码位置,修复状态,变更类型
borderRadius(value: Length | BorderRadiuses | LocalizedBorderRadiuses): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#image%E7%BB%84%E4%BB%B6%E7%9A%84borderradius%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81%E5%8A%A8%E6%80%81%E4%BF%AE%E6%94%B9"",""Image组件的borderRadius接口支持动态修改"")",default\src\main\ets\pages\RandomPage.ets:172,未修复,接口行为变更
borderRadius(value: Length | BorderRadiuses | LocalizedBorderRadiuses): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#image%E7%BB%84%E4%BB%B6%E7%9A%84borderradius%E6%8E%A5%E5%8F%A3%E6%94%AF%E6%8C%81%E5%8A%A8%E6%80%81%E4%BF%AE%E6%94%B9"",""Image组件的borderRadius接口支持动态修改"")",default\src\main\ets\pages\RandomPage.ets:87,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\pages\Index.ets:302,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\pages\RollPage\RollWheelPage.ets:143,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\answer_book\AnswerBookPage.ets:68,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:140,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:156,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:172,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:188,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:204,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:220,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:236,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:252,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:268,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:284,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu.ets:65,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu_V2.ets:102,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\blessing_muyu\BlessingMuyu_V2.ets:259,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\devine_bagua\DevineBaGua.ets:67,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\flip_coin\FlipCoin.ets:66,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\flip_dices\RollDices.ets:65,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\honest_or_challenge\HonestOrChallenge.ets:161,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\honest_or_challenge\HonestOrChallenge.ets:203,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\random_abcd\RandomABCD.ets:66,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\random_colors\RandomColors.ets:65,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\random_foods\RandomFoods.ets:66,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\random_names\RandomNames.ets:65,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\random_numbers\RandomNumbers.ets:65,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\random_places\RandomPlaces.ets:67,未修复,接口行为变更
zIndex(value: number): T,ArkTS,5.0.2(14) Beta1,5.0.2(14) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-for-all-apps-b123sp16#%E4%BF%AE%E5%A4%8Dzindex%E6%8E%A5%E5%8F%A3%E4%BC%9A%E5%BD%B1%E5%93%8D%E7%BB%84%E4%BB%B6%E5%9C%A83d%E5%8F%98%E6%8D%A2%E4%B8%AD%E7%9A%84%E9%80%8F%E8%A7%86%E6%95%88%E6%9E%9C%E7%9A%84%E9%94%99%E8%AF%AF%E8%A1%8C%E4%B8%BA"",""修复zIndex接口会影响组件在3D变换中的透视效果的错误行为"")",default\src\main\ets\sub_pages\trans_qr\TransQR.ets:66,未修复,接口行为变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",basic\src\main\ets\components\ColorPickerComponent\ColorPickerDialog.ets:625,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",basic\src\main\ets\components\ColorPickerComponent\ColorPickerDialog.ets:633,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\design_privew\components.ets:6,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\design_privew\components.ets:7,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\design_privew\components.ets:8,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\Index.ets:82,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\Index.ets:93,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\RollPage\RollEditor.ets:45,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\RollPage\RollWheelPage.ets:106,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\RollPage\RollWheelPage.ets:186,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\RollPage\RollWheelPage.ets:208,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\RollPage\RollWheelPage.ets:236,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\pages\RollPage\RollWheelPage.ets:79,未修复,UX视觉布局变更
declare const Button: ButtonInterface,ArkTS,5.1.0(18) Release,5.1.0(18) - 6.1.0(23),"=HYPERLINK(""https://developer.huawei.com/consumer/cn/doc/harmonyos-releases/changelogs-ux-5101/#section174"",""按钮默认值变更为新增圆角矩形类型"")",default\src\main\ets\sub_pages\devine_bagua\DevineBaGua.ets:482,未修复,UX视觉布局变更
